year,n_hsplus,n_realfuelpr,n_unionmem,n_popdensity,n_pctmanuf,n_ptax,n_inctax,n_capgntax,n_salestax,n_corptax,n_wctaxfixed,n_uitax,stfip_nbr
1982,75.599998,13.7,15.5,105.7,.28,.01796894,0,0,0,9.0799999,1.584,390,33
1982,70.900002,19.299999,26,1001.6,.23,.018885916,2.5,2.5,5,9,1.758,508.39999,34
1982,72,17.299999,15.5,11.2,.050000001,.006822383,5.6599998,2.26,3.5,6,2.05,357,35
1982,67.300003,16.200001,31.1,372.5,.17,.020359227,12.5,8.0699997,4,10,1.5,312,36
1982,56.5,17.200001,7.9000001,123.5,.31,.0089684017,7,7,3,6,.87800002,342,37
1982,69.400002,18.200001,14.2,9.6999998,.050000001,.015408554,3.6099999,1.45,3,7,.078686997,462,38
1982,72.300003,14,26.9,262.70001,.30000001,.012250531,5.9400001,2.3800001,5,8.6999998,1.730788,288,39
1982,69,13.8,11.5,46.700001,.13,.0075737061,6,2.4000001,2,4,1.74,186,40
1982,79,14.7,20.6,27.799999,.2,.015253138,10.8,4.3200002,0,7.5,2.151,418,41
1982,68.900002,14.9,30.5,264.29999,.25,.016101811,2.2,2.2,6,10.5,1.559881,435.60001,42
1982,63.900002,18.5,23.200001,913.09998,.27000001,.014585683,9.8699999,3.95,6,8,1.8200001,516,44
1982,56.099998,16,7,106.5,.28,.0062589562,7,3.5,4,6,.99599999,246,45
1982,71,15.6,14.4,9.1000004,.1,.019382566,0,0,4,0,.90899998,462,46
1982,58.799999,15.9,16.4,112.7,.25,.0082496218,0,0,4.5,6,.98100001,264,47
1982,64.900002,13.7,9.1999998,58.5,.15000001,.013603369,0,0,4,0,1.947,240,48
1982,83.599998,13.1,18.1,19,.15000001,.0080935853,4.0300002,1.61,4,4,.84500003,336,49
1982,74.199997,16.5,17.299999,56.099998,.25,.016703039,10.71,4.2800002,3,7.5,.98299998,360,50
1982,69.900002,19,12.5,138.7,.18000001,.008176554,5.75,2.3,3,6,1.312,414,51
1982,81.099998,13.5,29.799999,64.199997,.17,.010137208,0,0,5.5,0,1.456301,324,53
1982,58.599998,15,31.9,80.900002,.15000001,.004860308,8.7600002,3.5,4,6,1.454,680,54
1982,72.800003,12.8,24.4,87.099998,.28999999,.020904306,10,8,4,7.9000001,1.008,444,55
1982,81.400002,11.9,16.9,5.1999998,.029999999,.0098876776,0,0,3,0,.570692,248.39999,56
1983,60,10.4,17.1,77.5,.23999999,.003600949,2.5599999,4.0999999,4,5,1.068,354.04999,1
1983,76.900002,13.5,11.6,26.1,.14,.0067038769,4.1700001,1.67,4.5,10.5,1.281,193.05,4
1983,59,16.5,11.6,44.299999,.25,.0076470119,7,5.5999999,3.5,6,1.325,468,5
1983,75.300003,15.3,22.299999,162.60001,.17,.0063051879,11,7.1500001,4.75,9.6000004,2.3961861,289.25,6
1983,83.5,14.2,13.8,30.200001,.12,.0088841058,4.1700001,1.67,3,5,1.3660001,336,8
1983,74.699997,19.4,22.799999,652.70001,.27000001,.013144005,0,2.8,7.5,10.75,2.0190001,423,9
1983,72.900002,18.9,20.200001,309.79999,.33000001,.005994807,13.5,5.4000001,0,8.6999998,1.3396699,620.5,10
1983,70.199997,17.799999,10.3,199.10001,.11,.0087791393,0,0,4.5,5,1.7079999,292.5,12
1983,58.700001,14.2,12,98.900002,.22,.0082326327,6,2.4000001,3,6,1.044,455.64999,13
1983,78.300003,14.3,13,11.9,.17,.0094733667,7.5,3,3.75,7.0999999,1.452,662.40002,16
1983,74.800003,13.5,24.4,205.2,.20999999,.015788948,3,3,4.5,6.9000001,1.341,465,17
1983,70.5,14.7,25.200001,151.89999,.31,.0093643814,3,1.2,4.5,6.5,.43000001,276.25,18
1983,76,11.9,17.6,51.400002,.23999999,.016102031,6.9499998,2.78,3.5,11,1.063,620.75,19
1983,77.900002,13.6,14,29.5,.19,.014132619,6.9099998,2.76,3,4.5,1.049,374.5,20
1983,56.400002,13.9,18.5,93,.25999999,.0071295421,3.0899999,1.24,5,6,1.173,800,21
1983,61.299999,11,14,100.9,.11,.003129377,2.9100001,1.17,3,8,1.845,336.08511,22
1983,73,17.799999,21.1,37.099998,.23,.011853896,10,4,5,7.9299998,2.579,344.5,23
1983,71.599998,15.5,18.700001,441.29999,.13,.011063068,5,2,5,7,2.029,357.5,24
1983,75.099998,15,23.799999,739.90002,.23999999,.011411318,5.3800001,5.3800001,5,9.4961996,2.059,422.5,25
1983,75,14.1,30.799999,159.3,.33000001,.021672186,6.3499999,2.54,4,0,1.77,725,26
1983,77.699997,14.7,23.6,52,.22,.010585782,9.6499996,3.8599999,5.5,12,1.614,678.75,27
1983,58.200001,14.9,10.1,54.700001,.23,.0052941721,4.7600002,4.7600002,5.5,4.5,.99900001,260,28
1983,65,14.1,21.1,71.800003,.22,.0093456516,2.9100001,1.17,3.625,5,.759,353.60001,29
1983,79.099998,12.5,18.9,5.5999999,.07,.014356013,5.8200002,2.3299999,0,6.75,2.1500001,356.70001,30
1983,78,15.8,14,20.6,.14,.019707007,9.0900002,3.6400001,3.5,5.5625,.98299998,240.5,31
1983,80.199997,14.3,22.700001,8.1999998,.050000001,.0056962371,0,0,5.75,0,1.681484,385,32
1983,76.800003,13.8,11.5,106.8,.25999999,.01738805,0,0,0,9.3199997,1.693,422.5,33
1983,72.699997,18.299999,27,1006.6,.22,.018440587,3.5,3.5,5.5,9,1.506,578.5,34
1983,73.199997,16.200001,12,11.5,.059999999,.006665492,7.2399998,2.8900001,3.625,6.5999999,2.211,398.02499,35
1983,67.900002,14.4,32.799999,374.5,.17,.019554174,12.49,8.8500004,4,10,1.355,338,36
1983,57.200001,15.5,7.8000002,124.7,.33000001,.0089378199,7,7,3,6,.81099999,445.17001,37
1983,70.599998,18.4,13.7,9.8000002,.050000001,.015785651,4.9899998,1.99,3.5,8.75,.117426,584.28998,38
1983,74.300003,14.2,25.299999,262.20001,.30000001,.012602617,8.6199999,3.45,5,8.9499998,1.602,402.5,39
1983,70.099998,13.2,11.7,47.900002,.12,.0078027151,6,2.4000001,2,4,1.691,399.75,40
1983,80.300003,13.9,23,27.6,.2,.015912605,10.8,4.3200002,0,7.5,1.544,468,41
1983,69.599998,14.3,27.700001,264.10001,.23999999,.016090976,2.45,2.45,6,10.5,1.5986201,576.70001,42
1983,64.900002,17.799999,21.6,915.20001,.25,.013742134,11.79,4.7199998,6,8,1.936,558,44
1983,57.099998,14.9,6,107.4,.28,.0062322849,7,3.5,4,6,1.051,266.5,45
1983,72.199997,15.1,11.9,9.1000004,.1,.019146156,0,0,4,0,.93800002,542.75,46
1983,59.700001,14.2,15.3,113,.27000001,.0082863849,0,0,4.5,6,.949,468,47
1983,67.300003,13.1,9.8999996,60.099998,.14,.01388542,0,0,4,0,2.204,404.29999,48
1983,85,12,15.5,19.4,.15000001,.0087978942,4.0300002,1.61,4,4,.87099999,461.72501,49
1983,75.400002,15.4,12.9,56.599998,.23999999,.015734017,11.5,4.5999999,3.5,7.5,.94599998,504,50
1983,71.800003,17.799999,11.9,140.5,.18000001,.0081979688,5.75,2.3,3,6,1.206,455,51
1983,82.5,12.9,28.1,64.599998,.16,.010518797,0,0,6,0,1.652,359.10001,53
1983,59.5,14.5,25.4,80.800003,.15000001,.0051724119,11.69,4.6799998,4.5,7.0250001,1.465,680,54
1983,74,12.5,24.200001,86.900002,.28999999,.022170085,11,6.5999999,4.5,7.9000001,1.001,635.5,55
1983,82.800003,11.4,14.3,5.3000002,.029999999,.012102901,0,0,3,0,.60943103,541.71002,56
1984,60.700001,10.2,15.2,77.900002,.23999999,.0037326091,2.5599999,4.0999999,4,5,1.039,456,1
1984,77.800003,13.1,9.1999998,27,.14,.0069435239,4.1700001,1.67,5,10.5,1.265,212.8,4
1984,59.599998,15.9,10,44.5,.25,.0076896488,7,5.5999999,4,6,1.3380001,517.5,5
1984,75.900002,14.6,21.6,165.7,.17,.0063206148,11,7.1500001,4.75,9.6000004,2.430634,329,6
1984,84.5,13.4,13.1,30.6,.13,.0092285406,4.1700001,1.67,3,5,1.3609999,408,8
1984,75.599998,18.299999,20.5,656.29999,.25999999,.012865572,0,2.8,7.5,11.5,1.984,426,9
1984,73.699997,18.5,17.9,312.89999,.33000001,.0058123558,13.5,5.4000001,0,8.6999998,1.374118,680,10
1984,70.800003,17.6,9.6000004,204.5,.11,.0086645996,0,0,5,5,1.721,315,12
1984,59.400002,13.9,10.3,100.7,.20999999,.0081107458,6,2.4000001,3,6,1.049,604.79999,13
1984,79.199997,13.5,9.5,12,.16,.0099215573,7.5,3,4.5,7.6999998,1.467,806.40002,16
1984,74,13.3,22.6,205.3,.20999999,.015969677,2.75,2.75,5,7.3000002,1.348,536,17
1984,73.199997,13.6,25.4,152.2,.31999999,.0097215967,3,1.2,5,7,.45300001,315,18
1984,76.800003,11.4,17.4,51.200001,.23999999,.016744331,6.9499998,2.78,4,12,1.01,728,19
1984,78.800003,12.6,11.9,29.6,.18000001,.014178488,6.9099998,2.76,3,4.5,1.006,512,20
1984,57.099998,13,17.299999,93,.27000001,.0072376519,3.0899999,1.24,5,6,1.245,800,21
1984,62,10.6,11.1,101,.11,.0032295459,2.9100001,1.17,3,8,1.382,486.5,22
1984,73.800003,17,19.200001,37.400002,.23999999,.011610132,10,4,5,8.9300003,2.665,392,23
1984,72.400002,14.3,18.4,446.60001,.12,.010908904,5,2,5,7,1.882,420,24
1984,76.5,14.3,21.4,745.20001,.23999999,.010581297,5.3800001,5,5,9.4961996,2.079,441,25
1984,75.599998,13.7,29.4,159.3,.34999999,.021552229,5.8499999,2.3399999,4,0,1.65,935,26
1984,78.599998,14.1,23.1,52.200001,.23,.011100166,8.6999998,3.48,6,12,1.7920001,735,27
1984,58.900002,13.8,9.6999998,55,.23,.005581961,4.7600002,4.7600002,6,5,1.073,280,28
1984,66.699997,13.1,20,72.199997,.23999999,.0088101681,2.9100001,1.17,4.125,5,.875,364,29
1984,80,12.5,18.6,5.5999999,.07,.014547087,5.8200002,2.3299999,0,6.75,2.1889999,361.20001,30
1984,78.900002,15.4,14,20.700001,.14,.020148944,8.6800003,3.47,4,7,.96700001,259,31
1984,81.099998,13,23.9,8.3999996,.050000001,.0063341539,0,0,5.75,0,1.715932,438.70001,32
1984,77.699997,13.2,10.4,108.9,.28,.017201507,0,0,0,9.5600004,2.023,455,33
1984,73.699997,16.9,25,1013,.20999999,.018026728,3.5,3.5,6,9,1.517,652.79999,34
1984,74,15.5,9.8000002,11.7,.050000001,.0066055879,7.2399998,2.8900001,3.75,7.1999998,2.3959999,441,35
1984,69.199997,14.4,32.299999,375.79999,.17,.018980103,12.49,8.8500004,4,10,1.348,364,36
1984,58.700001,14.6,7.5,126.5,.31999999,.0089575509,7,7,3,6,.65100002,560.88,37
1984,71.400002,17.200001,12.7,9.8999996,.050000001,.01587275,4.9899998,2,4,10.5,.15187401,717.59998,38
1984,74.300003,13.4,23.9,262.20001,.31,.012698641,9.0299997,3.6099999,5,9.1999998,1.758,536,39
1984,70.900002,12.5,10.4,47.799999,.14,.0077437712,6,2.4000001,2,4,1.836,644,40
1984,81.300003,13.5,25.1,27.799999,.22,.01715471,10.8,4.3200002,0,7.5,1.724,520,41
1984,70.699997,13.4,25,263.60001,.23999999,.016176676,2.4000001,2.4000001,6,10.5,1.633068,736,42
1984,65.699997,16.6,22.5,920.5,.25,.013092122,11.31,4.52,6,8,1.906,600,44
1984,57.700001,14.3,4.1999998,108.7,.28,.0063103242,7,3.5,4,6,1.123,287,45
1984,73,14.5,11,9.1999998,.1,.019326573,0,0,4,0,.88499999,630,46
1984,60.400002,13.4,13.5,113.7,.25999999,.0081257848,0,0,4.5,6,.96600002,700,47
1984,68.099998,12.5,8,61.099998,.14,.013961499,0,0,4,0,2.3210001,590.79999,48
1984,86,11.9,13.4,19.700001,.14,.0097469212,4.0300002,1.61,4,4,.91600001,598.5,49
1984,76.300003,14.3,11.5,56.900002,.23,.015517433,11.5,4.5999999,4,7.5,.97399998,672,50
1984,72.300003,16.799999,10.8,142.5,.18000001,.0080120498,5.75,2.3,3,6,.99400002,497,51
1984,83.400002,12.5,26.299999,65.199997,.16,.010426003,0,0,6.5,0,1.9579999,396,53
1984,60.200001,14.1,24.1,80,.16,.0052103829,12.7,5.0799999,5,8.0500002,1.855,680,54
1984,74.800003,11.3,25,87.199997,.30000001,.022008184,10,4,5,7.9000001,1.142,855,55
1984,83.699997,11.3,15.7,5.1999998,.029999999,.012971581,0,0,3,0,.643879,936,56
1985,61.400002,9.6000004,15.9,78.300003,.23,.003676869,2.5599999,4.0999999,4,5,1.27,488,1
1985,78.699997,13,9.5,28,.12,.0069372649,4.1700001,1.67,5,10.5,1.778,378,4
1985,60.299999,16.299999,11.5,44.700001,.22,.0075666942,7,5.5999999,4,6,1.334,495,5
1985,76.599998,14.4,20.700001,169.5,.16,.0063414872,11,7.1500001,4.75,9.6000004,2.5304091,378,6
1985,85.400002,13.3,11.9,30.9,.12,.0098179532,4.1700001,1.67,3,5,1.77,216,8
1985,76.400002,17.799999,21,660.70001,.23999999,.012511449,0,2.8,7.5,11.5,2.0799999,454.39999,9
1985,74.599998,18.799999,16.6,316.29999,.31,.005622888,12.2,4.8800001,0,8.6999998,1.473893,680,10
1985,71.300003,17.4,9.3999996,210.2,.1,.0087246858,0,0,5,5.25,2.3410001,378,12
1985,60,13.5,10.2,102.9,.20999999,.0078353016,6,2.4000001,3,6,1.324,604.79999,13
1985,80.099998,13,12.2,12,.16,.010471076,7.5,3,4.25,7.6999998,1.551,840,16
1985,73.300003,13,22.4,205.10001,.2,.015739318,2.5,2.5,5,6.9000001,1.623,595,17
1985,75.900002,13.7,21.6,152.2,.31,.01021363,3,1.2,5,7,.51700002,378,18
1985,77.699997,11.2,17.4,50.599998,.23,.017351992,6.9499998,2.78,4,12,1.072,784,19
1985,79.699997,11.8,13,29.700001,.19,.014468343,4.71,1.88,3,4.5,1.109,512,20
1985,57.700001,12.9,17,93,.27000001,.0072280848,3.0899999,1.24,5,6.625,1.571,800,21
1985,62.700001,10.5,9.6999998,101.2,.11,.0032137791,2.9100001,1.17,3.5,8,1.4630001,519.40002,22
1985,74.699997,16.1,17.299999,37.700001,.20999999,.011335525,10,4,5,8.9300003,2.681,455,23
1985,73.300003,14.6,16.799999,451.5,.11,.010781284,5,2,5,7,2.0020001,420,24
1985,77.900002,14.4,18.5,750.29999,.23,.010172146,5.3800001,5.3800001,5,9.4961996,2.043,399,25
1985,76.199997,13.7,28.700001,159.8,.34,.021208875,5.3299999,2.1300001,4,0,1.938,954,26
1985,79.400002,13.6,23,52.599998,.23,.011259089,7.5300002,3.01,6,12,2.415,750,27
1985,59.599998,13.4,9.5,55.200001,.23,.0057937661,4.7600002,4.7600002,6,5,1.137,378,28
1985,68.400002,13.2,18.9,72.599998,.20999999,.0086164204,2.9100001,1.17,4.1750002,5,1.027,624,29
1985,80.900002,12,20.200001,5.5999999,.07,.015000205,5.8200002,2.3299999,0,6.75,2.6719999,761.59998,30
1985,79.800003,15.2,13.1,20.6,.14,.020591864,9.0900002,3.6400001,4,6.8249998,1.048,378,31
1985,82.099998,11.5,21.799999,8.6999998,.050000001,.0064031188,0,0,5.75,0,1.815707,599.40002,32
1985,78.599998,13,10.8,111.1,.25999999,.016636081,0,0,0,8.9049997,2.092,455,33
1985,74.599998,16.700001,25,1019.8,.2,.017608101,3.5,3.5,6,9,1.197,686.79999,34
1985,74.900002,15.5,10.3,11.9,.059999999,.0065019452,7.2399998,2.8900001,3.75,7.1999998,2.7060001,540,35
1985,70.400002,15.1,30.299999,376.79999,.16,.018483348,11.87,8.8400002,4,10,1.62,448,36
1985,60.200001,14.5,6.5,128.39999,.31,.0089999707,7,7,3,6,.72100002,644.66998,37
1985,72.199997,16.6,11.8,9.8000002,.050000001,.015971726,4.9899998,2,4,10.5,.25164899,738.29999,38
1985,74.199997,13.3,23.700001,262.10001,.31,.012484941,8.5699997,3.4300001,5,9.1999998,1.9037499,560,39
1985,71.699997,12.6,10.6,47.599998,.15000001,.0080974298,6,2.4000001,2.675,4.5,1.802,644,40
1985,82.199997,13.4,23.200001,27.799999,.20999999,.01806815,9.9700003,3.99,0,7.5,2.171,702,41
1985,71.900002,13.6,23,262.60001,.22,.01606044,2.3499999,2.3499999,6,10,1.732843,752,42
1985,66.400002,15.5,21.200001,927.20001,.23999999,.012624895,10.37,4.1500001,6,8,2.0450001,636,44
1985,58.400002,14.2,4.5999999,109.7,.25999999,.0058845649,7,2.8,4.5,6,1.146,378,45
1985,73.800003,13.9,11.6,9.1999998,.1,.020351021,0,0,4,0,1.038,630,46
1985,61.099998,13.1,13.3,114.4,.25,.0079448679,0,0,5,6,1.023,700,47
1985,69,11.5,7.5,62.099998,.13,.014387358,0,0,4.0625,0,1.765,436.79999,48
1985,86.900002,11.8,11.5,20,.14,.010247298,4.0300002,1.61,4.3125,4.5,.91500002,968,49
1985,77.199997,14,13.2,57.299999,.20999999,.015386736,11.7,4.6799998,4,8.25,1.153,672,50
1985,72.800003,16.4,9.8000002,144.3,.17,.0078699328,5.75,2.3,3,6,1.109,455,51
1985,84.300003,11.9,25.6,66.099998,.16,.010358776,0,0,6.5,0,1.652,540,53
1985,60.900002,13.6,22.799999,79.199997,.17,.0051927869,12.11,4.8400002,5,7.5250001,1.737,680,54
1985,75.599998,11.8,22.799999,87.400002,.30000001,.023006931,10,4,5,7.9000001,1.072,646,55
1985,84.699997,11,14.1,5.0999999,.029999999,.012713109,0,0,3,0,.74365401,926.25,56
1986,64.900002,7.9000001,15.9,78.699997,.23,.0035990269,2.5599999,4.0999999,4,5,1.482,432,1
1986,83.099998,11.9,8.3000002,29.1,.13,.0074228202,4.1700001,1.67,5,10.5,2.118,378,4
1986,63.700001,14.5,10,44.799999,.23,.0076033822,7,5.5999999,4,6,1.511,487.5,5
1986,71.300003,12.3,20.299999,173.8,.15000001,.0063251518,11,7.1500001,4.75,9.6000004,3.017,378,6
1986,90.199997,11.5,12.6,31.200001,.13,.0099519584,4.1700001,1.67,3,5,1.881,216,8
1986,80.699997,15,19.4,665.29999,.23,.012158227,0,2.8,7.5,11.5,2.2650001,447.29999,9
1986,78.800003,16.299999,16.9,321.10001,.28,.005637926,9.6999998,3.8800001,0,8.6999998,1.885,783.75,10
1986,65.900002,14.5,8.6999998,216.10001,.1,.0088213868,0,0,5,5.5,2.786,378,12
1986,52,11.6,9.6000004,105.1,.20999999,.0080435649,6,2.4000001,3,6,1.576,648,13
1986,84.599998,11.5,12.5,12,.16,.010787732,7.5,3,4,7.6999998,1.666,873.59998,16
1986,68.800003,11,22.6,204.8,.2,.015537052,2.5,2.5,5,6.5,1.927,620.5,17
1986,65.800003,12.3,21.1,152.10001,.31,.010233312,3,1.2,5,7,.61000001,378,18
1986,82.099998,9.8999996,15,50,.23,.017794376,6.9499998,2.78,4,12,1.118,840,19
1986,84.199997,11.2,12.6,29.700001,.18000001,.014788452,4.71,1.88,3,4.5,1.288,512,20
1986,61,11.4,16.4,92.800003,.27000001,.0073161041,3.0899999,1.24,5,7.25,1.665,800,21
1986,66.199997,8.1000004,9.8999996,101.2,.13,.003284269,2.9100001,1.17,4,8,1.967,519.40002,22
1986,78.900002,13.1,17,37.900002,.2,.010817153,10,4,5,8.9300003,2.3269999,420,23
1986,77.400002,12.9,16.299999,459,.11,.010754739,5,2,5,7,2.2079999,420,24
1986,70.400002,11.2,17.6,753.09998,.22,.0098577151,5,5,5,9.4961996,2.0639999,378,25
1986,69.099998,11.8,28.5,160.7,.33000001,.021250693,4.5999999,1.84,4,0,2.316,950,26
1986,83.900002,11.5,22,52.799999,.22,.011432118,7.5300002,3.01,6,12,2.7690001,802.5,27
1986,62.900002,11.6,9.5,55.299999,.23,.005808962,4.7600002,4.7600002,6,5,1.296,378,28
1986,60.5,11.5,19,72.900002,.22,.0084674591,2.9100001,1.17,4.2249999,5,1.238,624,29
1986,85.400002,10.4,18.6,5.5999999,.079999998,.015007484,5.8200002,2.3299999,0,6.75,2.918,780.79999,30
1986,84.300003,13.1,11.6,20.5,.14,.021052502,8.6800003,3.47,4,6.6500001,1.068,378,31
1986,86.699997,9.3999996,18.799999,8.8999996,.050000001,.0065640351,0,0,5.75,0,2.1301529,615.59998,32
1986,83,11.3,11.1,114.3,.23,.01636835,0,0,0,8.25,2.273,455,33
1986,67.400002,13.5,23.4,1027.4,.19,.017299136,3.5,3.5,6,9,1.242,727.59998,34
1986,79.099998,12.8,9.6999998,12.1,.07,.0062518702,7.2399998,2.8900001,3.75,7.1999998,2.8429999,556.20001,35
1986,62.900002,12.9,30,377.60001,.15000001,.01828716,12.49,8.3699999,4,10,1.777,448,36
1986,48.099998,12.3,5.6999998,129.8,.31,.0090029296,7,7,3,6,.92000002,629.28003,37
1986,76.199997,14.2,11.9,9.6999998,.050000001,.016469575,4.9899998,2,4,10.5,.56609499,756,38
1986,68.800003,11.6,22.6,262,.30000001,.012625211,8.1199999,3.25,5,9.1999998,1.9037499,560,39
1986,75.800003,11.1,12,47.400002,.15000001,.008130284,6,2.4000001,3.25,5,2.1889999,818.79999,40
1986,86.800003,11.1,20.200001,28,.20999999,.018648652,10.8,4.3200002,0,7.5,2.8310001,756,41
1986,66.199997,12,22.1,262.89999,.20999999,.015988531,2.1600001,2.1600001,6,9.5,1.96,776,42
1986,70.099998,13.3,20.799999,935.29999,.23,.012378575,9.9899998,4,6,8,2.5320001,924,44
1986,61.700001,12.2,5.9000001,111,.27000001,.0059537138,7,2.8,5,6,1.353,378,45
1986,78,11.4,9.3000002,9.1999998,.1,.020718079,0,0,4,0,1.087,630,46
1986,64.5,11.8,13.9,115,.23999999,.008040648,0,0,5.5,6,1.148,700,47
1986,60.099998,9.1999998,7.6999998,63.200001,.14,.014906925,0,0,4.125,0,2.6849999,445.20001,48
1986,91.800003,11.1,10.7,20.200001,.14,.010597463,4.0300002,1.61,4.625,5,1.169,1008,49
1986,81.5,11.8,11.3,57.700001,.20999999,.015122542,11.7,4.6799998,4,9,1.357,672,50
1986,65.300003,14,9,146.8,.17,.0078640934,5.75,2.3,3,6,1.34,434,51
1986,89.099998,9.8000002,27,66.900002,.17,.010448728,0,0,6.5,0,1.9579999,621,53
1986,64.300003,12,20.700001,78.099998,.16,.0051427758,11.5,4.5999999,5,7,1.737,680,54
1986,79.900002,9.3000002,23.200001,87.599998,.28999999,.023346504,7.9000001,3.1600001,5,7.9000001,1.29,1050,55
1986,89.400002,9.8000002,12,5.0999999,.029999999,.01377631,0,0,3,0,1.0581,866.25,56
1987,64.199997,7.8000002,14.1,79.099998,.25,.0036038321,3.1400001,3.6700001,4,5,1.738,432,1
1987,78.699997,12.3,6.1999998,30.200001,.14,.0077366871,5.0799999,5.9400001,5,9.9499998,2.0880001,378,4
1987,63.299999,15,11.3,45,.25,.0078145871,7,14,4,6,1.8609999,487.5,5
1987,76.400002,11.8,19.799999,178.10001,.16,.0063188002,9.3000002,9.3000002,4.75,9.4499998,3.4489999,378,6
1987,84.900002,11.4,11.6,31.4,.14,.010663859,4.7600002,4.7600002,3,5.5,2.332,486,8
1987,77.800003,14.6,18.700001,670.20001,.22,.012499735,0,2.8,7.5,11.5,2.5669999,433.10001,9
1987,76,15.6,17,325.89999,.27000001,.0056589781,8.8000002,8.8000002,0,8.6999998,1.978,807.5,10
1987,72.900002,14.2,7.5999999,222.2,.1,.0090805078,0,0,5,5.5,2.9089999,378,12
1987,65.400002,11.5,9.6000004,107.2,.20999999,.0079696653,5.6599998,5.6599998,3,6,1.865,648,13
1987,79.900002,10.8,13.7,11.9,.17,.011349918,8.1999998,8.1999998,4.5,7.8499999,2.0639999,907.20001,16
1987,74.699997,11.2,22.5,204.89999,.2,.015408763,2.5,2.5,5,6.5,1.989,620.5,17
1987,75.699997,12.2,21.5,152.60001,.31,.010493105,3.2,3.2,5,7.4499998,.68400002,378,18
1987,78.900002,9.3999996,15.1,49.5,.23999999,.018713785,6.3800001,7.4699998,4,12,1.472,861,19
1987,80.5,10.8,12.5,29.9,.19,.015119297,5.73,6.71,3.5,4.5,1.342,512,20
1987,61.200001,11.2,16.5,92.699997,.25999999,.0073161041,3.78,.74000001,5,7.25,2.075,780,21
1987,65.5,8.1000004,8.5,99.699997,.15000001,.003428031,3.5599999,4.1700001,4,8,1.925,583.79999,22
1987,76.699997,13.2,19.4,38.400002,.2,.011167377,10,10,5,9.4300003,2.2950001,420,23
1987,75.800003,12.2,15.8,467.10001,.1,.01068021,5,3,5,7,2.02,378,24
1987,79,11.7,17.799999,757.20001,.20999999,.0097004985,5,5,5,9.4961996,2.138,378,25
1987,76.5,11.7,26.799999,161.7,.31,.021238588,4.5999999,4.5999999,4,0,2.6389999,950,26
1987,80.900002,11.2,23.700001,53.200001,.23,.011817671,9,9,6,10.75,2.793,840,27
1987,61.900002,11.8,9.1000004,55.200001,.23999999,.0059818262,4.7600002,4.7600002,6,5,1.589,378,28
1987,71.099998,11.4,17.9,73.400002,.20999999,.008823799,3.5599999,4.1700001,4.2249999,5,1.415,450,29
1987,80.900002,10.5,18.299999,5.5,.079999998,.015060257,7.8099999,9.1400003,0,6.75,3.825,793.59998,30
1987,80.800003,13.1,11.5,20.4,.14,.021792671,5.9000001,5.9000001,4,6.6500001,1.1950001,378,31
1987,80.400002,9.1000004,18.4,9.3000002,.039999999,.006734529,0,0,5.75,0,2.31021,631.79999,32
1987,80.400002,11.1,10,117.5,.23,.016866118,0,0,0,8.125,2.3440001,455,33
1987,75.699997,13.5,24.200001,1034,.19,.017476505,3.5,3.5,6,9,1.391,655.40002,34
1987,75,12.2,8.8000002,12.2,.059999999,.0062870518,7.8299999,7.8299999,4.25,7.4000001,2.8039999,577.79999,35
1987,72.599998,12.6,29.6,378.39999,.14,.018108366,10.63,10.63,4,9.5,1.771,448,36
1987,65.099998,11.4,5.5999999,131.39999,.31,.0091913547,7,7,3,6.5,1.025,547.20001,37
1987,74.400002,13.6,12.8,9.6000004,.059999999,.017230699,5.1100001,3.72,4.75,10.5,.74615198,1155.6,38
1987,75,11.3,23,262.70001,.28999999,.012740063,6.5500002,6.5500002,5,9.0500002,1.96,560,39
1987,73.199997,10.2,10.8,46.700001,.16,.008228844,6,6,3.625,5,2.2460001,837.20001,40
1987,81.800003,11,20,28.1,.22,.019769108,7.5100002,7.5100002,0,7.0500002,3.0339999,756,41
1987,73.300003,11.4,22.1,263.5,.20999999,.015981635,2.0999999,2.0999999,6,9,2.2219999,776,42
1987,69.199997,13.1,21.299999,947,.20999999,.012186992,8.2799997,6.02,6,8,2.6489999,957.59998,44
1987,63.299999,12.3,5.0999999,112.3,.27000001,.0063429228,7,7,5,6,1.529,378,45
1987,75.400002,11.3,8.1999998,9.1999998,.090000004,.021186752,0,0,4.5,0,1.3279999,577.5,46
1987,64.099998,11.7,12.3,116,.25,.0080977287,0,0,5.5,6,1.318,700,47
1987,70.599998,8.8999996,6.5999999,63.5,.15000001,.015214026,0,0,5.0625,0,3.072,450.79999,48
1987,86,11.4,10.3,20.4,.14,.011016268,7.75,7.75,4.8590002,5,1.189,1032,49
1987,79,11.7,11.3,58.400002,.2,.016760919,9.0299997,6.5700002,4,8.625,1.465,672,50
1987,74,14.1,9.1000004,149.8,.17,.0079585128,5.75,5.75,3.25,6,1.272,434,51
1987,84.099998,9.6000004,23.9,68.099998,.17,.010738471,0,0,6.5,0,1.8789999,712.79999,53
1987,63.400002,11.6,21.9,77.099998,.17,.005269655,6.5,6.5,5,8.375,1.38,680,54
1987,77.099998,9.3000002,21.9,88,.28999999,.023374891,6.9299998,2.77,5,7.9000001,1.439,1050,55
1987,83.800003,9.3999996,14,4.9000001,.029999999,.012366703,0,0,3,0,1.238157,952.75,56
